title,creator,subjects,publisher,publicationyear,checkoutmonth,checkoutyear,checkouts,materialtype,usageclass,checkouttype
Fresh complaint : stories / Jeffrey Eugenides.,"Eugenides, Jeffrey",Short stories,"Farrar, Straus and Giroux",2017,12,2017,419,BOOK,Physical,Horizon
"Spotlight [videorecording] / directed by Tom McCarthy ; written by Josh Singer & Tom McCarthy ; produced by Michael Sugar, Steve Golin, Nicole Rocklin, Blye Pagon Faust ; Open Road Films ; in association with Participant Media and First Look Media ; an Anonymous Content production ; a Rocklin/Faust production.",,"Catholic Church Clergy Drama, Boston globe Drama, Investigative reporting Drama, Child sexual abuse Drama, Boston Mass Drama, Historical films, Fiction films, Feature films, Video recordings for the hearing impaired",Universal Studios,2016,4,2016,418,VIDEODISC,Physical,Horizon
"No country for old men [videorecording] / Miramax Films ; Paramount Vantage ; produced by Scott Rudin, Ethan Coen, Joel Coen ; written for the screen and directed by Joel Coen & Ethan Coen.",,"Veterans Drama, Receiving stolen goods Drama, Criminal behavior Drama, Sheriffs Texas Drama, Texas Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films",Miramax Home Entertainment,2008,2,2009,418,VIDEODISC,Physical,Horizon
"27 dresses [videorecording] / Fox 2000 Pictures and Spyglass Entertainment present a Birnbaum/Barber production ; produced by Roger Birnbaum, Gary Barber, Jonathan Glickman ; written by Aline Brosh McKenna ; directed by Anne Fletcher.",,"Bridesmaids New York State New York Drama, Wedding costume New York State New York Drama, Sisters New York State New York Drama, Man woman relationships New York State New York Drama, Manhattan New York N Y Drama, Brooklyn New York N Y Drama, Feature films, Fiction films, Romantic comedy films, Comedy films, Video recordings for the hearing impaired",20th Century Fox,2008,1,2009,418,VIDEODISC,Physical,Horizon
"The Darjeeling Limited [videorecording] / American Empirical Pictures ; Cine Mosaic ; Indian Paintbrush ; Scott Rudin Productions ; produced by Wes Anderson, Roman Coppola, Lydia Dean Pilcher, Scott Rudin ; written by Wes Anderson & Roman Coppola & Jason Schwartzman ; directed by Wes Anderson.",,"Brothers Drama, Voyages and travels Drama, India Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,1,2009,418,VIDEODISC,Physical,Horizon
"The theory of everything [videorecording] / Focus Features ; Working Title ; directed by James Marsh ; screenplay by Anthony McCarten ; produced by Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten.",,"Hawking Stephen 1942 Drama, Hawking Jane Drama, Astrophysicists Drama, Amyotrophic lateral sclerosis Drama, Biographical films, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired",Universal Studios,2015,7,2015,417,VIDEODISC,Physical,Horizon
Guardians of the galaxy [videorecording] / Marvel Studios ; produced by Kevin Feige ; written by James Gunn and Nicole Perlman ; directed by James Gunn.,,"Bounty hunters Drama, Heroes Drama, Orbs Drama, Theft Drama, Outer space Drama, Superhero films, Action and adventure films, Feature films, Fiction films, Science fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Marvel Studios,2014,12,2014,417,VIDEODISC,Physical,Horizon
"Atonement [videorecording] / Focus Features presents in association with Studiocanal and Relativity Media a Working Title production ; produced by Tim Bevan, Eric Fellner, Paul Webster ; screenplay by Christopher Hampton ; directed by Joe Wright.",,"Atonement Drama, Sisters England Drama, False testimony England Drama, Man woman relationships England Drama, England Drama, Feature films, Video recordings for the hearing impaired, War films",Motion Pictures,2008,11,2008,417,VIDEODISC,Physical,Horizon
"We're going to need more wine : stories that are funny, complicated, and true / Gabrielle Union.","Union, Gabrielle","Union Gabrielle, Television actors and actresses Biography, Autobiographies",Dey St.,2017,12,2017,417,BOOK,Physical,Horizon
"The shape of water / Fox Searchlight Pictures ; TSG Entertainment ; a Double Dare You production ; a Guillermo Del Toro film ; produced by J. Miles Dale, Guillermo Del Toro ; screenplay by Guillermo Del Toro & Vanessa Taylor ; story by Guillermo Del Toro ; directed by Guillermo Del Toro.",,"Laboratories Drama, Security classification Government documents Drama, Science Experiments Drama, Fairy tales Drama, Cold War Drama, Mermen Drama, Amphibians as laboratory animals Drama, Orphans Drama, Mute persons Drama, Animals Mythical Drama, Feature films, Thrillers Motion pictures, Fantasy films, Historical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2018,4,2018,417,VIDEODISC,Physical,Horizon
Varina : a novel / Charles Frazier.,"Frazier, Charles","Davis Varina 1826 1906 Fiction, Man woman relationships Fiction, United States History Civil War 1861 1865 Fiction, Biographical fiction, Historical fiction",Ecco,2018,6,2018,417,BOOK,Physical,Horizon
"Lincoln [videorecording] / Touchstone Pictures ; DreamWorks Pictures, Twentieth Century Fox and Reliance Entertainment ; in association with Participant Media and Dune Entertainment ; an Amblin Entertainment, Kennedy/Marshall Company production ; produced by Steven Spielberg, Kathleen Kennedy ; screenplay by Tony Kushner ; director, Steven Spielberg.",,"Lincoln Abraham 1809 1865 Drama, United States History Civil War 1861 1865 Drama, Feature films, Biographical films, Historical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",DreamWorks Pictures,2013,6,2013,416,VIDEODISC,Physical,Horizon
Happy-go-lucky [videorecording] / Miramax Films ; Summit Entertainment ; Ingenious ; Film4 ; UK Film Council ; Thin Man Films ; produced by Simon Channing Williams ; written & directed by Mike Leigh.,,"Elementary school teachers Drama, Optimism England London Drama, Roommates Drama, Automobile driver education teachers England London Drama, Man woman relationships England London Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Comedy films",Miramax Home Entertainment,2009,1,2010,416,VIDEODISC,Physical,Horizon
"The dark knight [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; DC Comics ; a Syncopy production ; produced by Christopher Nolan, Charles Roven, Emma Thomas ; story by Christopher Nolan & David S. Goyer ; screenplay by Jonathan Nolan and Christopher Nolan ; directed by Christopher Nolan.",,"Batman Fictitious character Drama, Joker Fictitious character Drama, Criminal behavior Drama, Criminal investigation Drama, Thrillers Motion pictures, Action and adventure films, Fiction films, Fantasy films, Video recordings for the hearing impaired, Feature films",Warner Bros.,2008,7,2009,416,VIDEODISC,Physical,Horizon
"Marley & me [videorecording] / Fox 2000 Pictures and Regency Enterprises ; a Gil Netter/Sunswept Entertainment production ; produced by Gil Netter, Karen Rosenfelt ; screenplay by Scott Frank and Don Roos ; directed by David Frankel.",,"Labrador retriever Drama, Dogs Training Drama, Journalists Drama, Married people Drama, Families Drama, Human animal relationships Drama, Philadelphia Pa Drama, Florida Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Comedy films",20th Century Fox,2009,4,2009,416,VIDEODISC,Physical,Horizon
"The dark knight [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; DC Comics ; a Syncopy production ; produced by Christopher Nolan, Charles Roven, Emma Thomas ; story by Christopher Nolan & David S. Goyer ; screenplay by Jonathan Nolan and Christopher Nolan ; directed by Christopher Nolan.",,"Batman Fictitious character Drama, Joker Fictitious character Drama, Criminal behavior Drama, Criminal investigation Drama, Thrillers Motion pictures, Action and adventure films, Fiction films, Fantasy films, Video recordings for the hearing impaired, Feature films",Warner Bros.,2008,3,2009,416,VIDEODISC,Physical,Horizon
"No reservations [videorecording] / Castle Rock Entertainment in assosciation with Village Roadshow Pictures ; produced by Kerry Heysen, Sergio Aguero ; screenplay by Carol Fuchs ; directed by Scott Hicks.",,"Cooks Drama, Workaholics Drama, Guardian and ward Drama, Man woman relationships Drama, Feature films, Romantic comedy films, Video recordings for the hearing impaired, Comedy films",Warner Bros.,2008,12,2008,416,VIDEODISC,Physical,Horizon
"Moonlight / A24 ; Plan B ; Pastel ; produced by Adele Romanski, Dede Gardner, Jeremy Kleiner ; screenplay by Barry Jenkins ; story by Tarell Alvin McCraney ; directed by Barry Jenkins.",,"African American men Drama, Metropolitan areas Florida Miami Drama, Urban youth Florida Miami Drama, Coming of age films, Feature films, Fiction films, Video recordings for the hearing impaired",Lionsgate Films,2017,4,2017,416,VIDEODISC,Physical,Horizon
Cravings. Hungry for more / Chrissy Teigen.,"Teigen, Chrissy","Cooking, Cookbooks",Clarkson Potter,2018,10,2018,416,BOOK,Physical,Horizon
"Birdman, or (the unexpected virtue of ignorance) [videorecording] / Fox Searchlight Pictures ; Regency Enterprises ; a New Regency/M Productions/Le Grisbi production ; produced by Alejandro G. In rritu, John Lesher, Arnon Milchan, James W. Skotchdopole ; written by Alejandro G. In rritu, Nicol s Giacobone, Alexander Dinelaris, Jr. & Armando Bo ; directed by Alejandro G. In rritu.",,"Actors Drama, Casting Performing arts Drama, Superheroes Drama, Fathers and daughters Drama, Broadway New York N Y Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2015,8,2015,415,VIDEODISC,Physical,Horizon
Indiana Jones and the kingdom of the crystal skull [videorecording] / Paramount Pictures ; Lucasfilm ; produced by Frank Marshall ; story by George Lucas and Jeff Nathanson ; screenplay by David Koepp ; directed by Steven Spielberg.,,"Jones Indiana Fictitious character Drama, Adventure and adventurers Drama, Crystals Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Action and adventure films",Paramount Pictures,2008,6,2009,415,VIDEODISC,Physical,Horizon
Turtles all the way down / John Green.,"Green, John, 1977-","Teenage girls Juvenile fiction, Obsessive compulsive disorder Juvenile fiction, Anxiety disorders Juvenile fiction, Friendship Juvenile fiction, Missing persons Juvenile fiction, Young adult fiction","Dutton Books,",2017,4,2018,415,REGPRINT,Physical,Horizon
"Blue Jasmine [videorecording] / Sony Pictures Classics ; in association with Gravier Productions ; a Perdido production ; produced by Letty Aronson, Stephen Tenenbaum, Edward Walson ; written and directed by Woody Allen.",,"Socialites Drama, Middle aged women Drama, Life change events Drama, San Francisco Calif Drama, Feature films, Comedy films, Fiction films, Video recordings for the hearing impaired",Sony Pictures Classics,2014,5,2014,414,VIDEODISC,Physical,Horizon
"Michael Clayton [videorecording] / Warner Bros. Pictures presents in association with Samuels Media and Castle Rock Entertainment a Mirage Enterprises/Section Eight production ; produced by Jennifer Fox, Kerry Orent, Sydney Pollack, Steve Samuels ; written and directed by Tony Gilroy.",,"Corporate lawyers New York State New York Drama, Class actions Civil procedure New York State New York Drama, Law firms New York State New York Drama, Corporate lawyers Malpractice Drama, New York N Y Drama, Feature films, Legal films, Video recordings for the hearing impaired, Thrillers Motion pictures",Warner Bros.,2008,5,2009,414,VIDEODISC,Physical,Horizon
"Forgetting Sarah Marshall [videorecording] / Universal ; an Apatow production ; produced by Judd Apatow, Shauna Robertson ; written by Jason Segel ; directed by Nicholas Stoller.",,"Separated people Drama, Rejection Psychology Drama, Separation Psychology Drama, Hawaii Drama, Romantic comedy films, Video recordings for the hearing impaired, Fiction films, Feature films, Comedy films",Universal Studios,2008,3,2009,414,VIDEODISC,Physical,Horizon
"Atonement [videorecording] / Focus Features presents in association with Studiocanal and Relativity Media a Working Title production ; produced by Tim Bevan, Eric Fellner, Paul Webster ; screenplay by Christopher Hampton ; directed by Joe Wright.",,"Atonement Drama, Sisters England Drama, False testimony England Drama, Man woman relationships England Drama, England Drama, Feature films, Video recordings for the hearing impaired, War films",Universal Studios,2008,3,2009,414,VIDEODISC,Physical,Horizon
The Underground Railroad : a novel / Colson Whitehead.,"Whitehead, Colson","Underground Railroad Fiction, Fugitive slaves United States Fiction, United States History 19th century Fiction, Historical fiction",Doubleday,2016,5,2017,414,BOOK,Physical,Horizon
"Barracoon : the story of the last ""black cargo"" / Zora Neale Hurston ; edited and with an introduction by Deborah G. Plant.","Hurston, Zora Neale","Lewis Cudjo, Slaves United States Biography, West Africans United States Biography, Slavery Alabama History 19th century, Slave trade Africa History 19th century, Slave trade United States History 19th century, Clotilda Ship",Amistad,2018,5,2018,414,BOOK,Physical,Horizon
In Building Device Checkout,,"Laptop computers, iPad Computer, Tablet computers",Lenovo,2013,7,2017,413,MIXED,Physical,Horizon
